estacion,fecha,valor,contaminante,localidad
MINAMBIENTE,2016-06-26,17.39583333,PM10,Santa Fe
MINAMBIENTE,2016-06-25,19.87916667,PM10,Santa Fe
MINAMBIENTE,2016-06-24,20.12083333,PM10,Santa Fe
MINAMBIENTE,2016-06-23,21.16666667,PM10,Santa Fe
MINAMBIENTE,2016-06-22,18.91666667,PM10,Santa Fe
MINAMBIENTE,2016-06-21,20.34782609,PM10,Santa Fe
MINAMBIENTE,2016-06-20,17.84583333,PM10,Santa Fe
MINAMBIENTE,2016-06-19,16.14166667,PM10,Santa Fe
MINAMBIENTE,2016-06-18,18.57083333,PM10,Santa Fe
MINAMBIENTE,2016-06-17,17.86666667,PM10,Santa Fe
MINAMBIENTE,2016-06-16,17.74166667,PM10,Santa Fe
MINAMBIENTE,2016-06-15,21.0875,PM10,Santa Fe
MINAMBIENTE,2016-06-14,23.04166667,PM10,Santa Fe
MINAMBIENTE,2016-06-13,17.44782609,PM10,Santa Fe
MINAMBIENTE,2016-06-12,17.975,PM10,Santa Fe
MINAMBIENTE,2016-06-11,19.17826087,PM10,Santa Fe
MINAMBIENTE,2016-06-10,22.8125,PM10,Santa Fe
MINAMBIENTE,2016-06-09,21.00416667,PM10,Santa Fe
MINAMBIENTE,2016-06-08,21.29583333,PM10,Santa Fe
MINAMBIENTE,2016-06-07,39.5,PM10,Santa Fe
MINAMBIENTE,2016-06-06,25.15833333,PM10,Santa Fe
MINAMBIENTE,2016-06-05,35.75833333,PM10,Santa Fe
MINAMBIENTE,2016-06-04,53.03333333,PM10,Santa Fe
MINAMBIENTE,2016-06-03,34.95833333,PM10,Santa Fe
MINAMBIENTE,2016-06-02,23.4,PM10,Santa Fe
MINAMBIENTE,2016-06-01,21.97916667,PM10,Santa Fe
MINAMBIENTE,2016-05-31,27.85833333,PM10,Santa Fe
MINAMBIENTE,2016-05-30,31.89166667,PM10,Santa Fe
MINAMBIENTE,2016-05-29,26.6875,PM10,Santa Fe
MINAMBIENTE,2016-05-28,24.49166667,PM10,Santa Fe
MINAMBIENTE,2016-05-27,43.70416667,PM10,Santa Fe
MINAMBIENTE,2016-05-26,41.9625,PM10,Santa Fe
MINAMBIENTE,2016-05-25,32.225,PM10,Santa Fe
MINAMBIENTE,2016-05-24,23.12916667,PM10,Santa Fe
MINAMBIENTE,2016-05-23,19.99166667,PM10,Santa Fe
MINAMBIENTE,2016-05-22,14.54166667,PM10,Santa Fe
MINAMBIENTE,2016-05-21,19.1,PM10,Santa Fe
MINAMBIENTE,2016-05-20,20.175,PM10,Santa Fe
MINAMBIENTE,2016-05-19,18.90833333,PM10,Santa Fe
MINAMBIENTE,2016-05-18,20.67083333,PM10,Santa Fe
MINAMBIENTE,2016-05-17,18.72916667,PM10,Santa Fe
MINAMBIENTE,2016-05-16,21.10416667,PM10,Santa Fe
MINAMBIENTE,2016-05-15,15.1,PM10,Santa Fe
MINAMBIENTE,2016-05-14,17.925,PM10,Santa Fe
MINAMBIENTE,2016-05-13,31.53333333,PM10,Santa Fe
MINAMBIENTE,2016-05-12,23.3,PM10,Santa Fe
MINAMBIENTE,2016-05-11,25.44166667,PM10,Santa Fe
MINAMBIENTE,2016-05-10,30.93333333,PM10,Santa Fe
MINAMBIENTE,2016-05-09,16.64583333,PM10,Santa Fe
MINAMBIENTE,2016-05-08,33.175,PM10,Santa Fe
MINAMBIENTE,2016-05-07,34.29166667,PM10,Santa Fe
MINAMBIENTE,2016-05-06,31.11666667,PM10,Santa Fe
MINAMBIENTE,2016-05-05,34.075,PM10,Santa Fe
MINAMBIENTE,2016-05-04,53.49166667,PM10,Santa Fe
MINAMBIENTE,2016-05-03,45.525,PM10,Santa Fe
MINAMBIENTE,2016-05-02,27.825,PM10,Santa Fe
MINAMBIENTE,2016-05-01,16.65833333,PM10,Santa Fe
MINAMBIENTE,2016-04-30,28.675,PM10,Santa Fe
MINAMBIENTE,2016-04-29,39.1173913,PM10,Santa Fe
MINAMBIENTE,2016-04-28,47.5875,PM10,Santa Fe
MINAMBIENTE,2016-04-27,52.17083333,PM10,Santa Fe
MINAMBIENTE,2016-04-26,51.59166667,PM10,Santa Fe
MINAMBIENTE,2016-04-25,59.97916667,PM10,Santa Fe
MINAMBIENTE,2016-04-24,31.0375,PM10,Santa Fe
MINAMBIENTE,2016-04-23,31.06666667,PM10,Santa Fe
MINAMBIENTE,2016-04-22,23.6875,PM10,Santa Fe
MINAMBIENTE,2016-04-21,25.775,PM10,Santa Fe
MINAMBIENTE,2016-04-20,28.22307692,PM10,Santa Fe
MINAMBIENTE,2016-04-16,30.88461538,PM10,Santa Fe
MINAMBIENTE,2016-04-15,31.17083333,PM10,Santa Fe
MINAMBIENTE,2016-04-14,55.47916667,PM10,Santa Fe
MINAMBIENTE,2016-04-13,55.37083333,PM10,Santa Fe
MINAMBIENTE,2016-04-12,43.4,PM10,Santa Fe
MINAMBIENTE,2016-04-11,55.25,PM10,Santa Fe
MINAMBIENTE,2016-04-10,33.15,PM10,Santa Fe
MINAMBIENTE,2016-04-09,23.79166667,PM10,Santa Fe
MINAMBIENTE,2016-04-08,31.73333333,PM10,Santa Fe
MINAMBIENTE,2016-04-07,31.75416667,PM10,Santa Fe
MINAMBIENTE,2016-04-06,37.14583333,PM10,Santa Fe
MINAMBIENTE,2016-04-05,64.1125,PM10,Santa Fe
MINAMBIENTE,2016-04-04,45.08333333,PM10,Santa Fe
MINAMBIENTE,2016-04-03,51.1875,PM10,Santa Fe
MINAMBIENTE,2016-04-02,47.34166667,PM10,Santa Fe
MINAMBIENTE,2016-04-01,55.46666667,PM10,Santa Fe
MINAMBIENTE,2016-03-31,55.4375,PM10,Santa Fe
MINAMBIENTE,2016-03-30,43.4,PM10,Santa Fe
MINAMBIENTE,2016-03-29,55.24583333,PM10,Santa Fe
MINAMBIENTE,2016-03-28,65.47916667,PM10,Santa Fe
MINAMBIENTE,2016-03-27,38.64583333,PM10,Santa Fe
MINAMBIENTE,2016-03-26,31.1125,PM10,Santa Fe
MINAMBIENTE,2016-03-25,28.82083333,PM10,Santa Fe
MINAMBIENTE,2016-03-24,31.25833333,PM10,Santa Fe
MINAMBIENTE,2016-03-23,38.72916667,PM10,Santa Fe
MINAMBIENTE,2016-03-22,30.24166667,PM10,Santa Fe
MINAMBIENTE,2016-03-21,25.23333333,PM10,Santa Fe
MINAMBIENTE,2016-03-20,23.55,PM10,Santa Fe
MINAMBIENTE,2016-03-19,22.22916667,PM10,Santa Fe
MINAMBIENTE,2016-03-18,22.04583333,PM10,Santa Fe
MINAMBIENTE,2016-03-17,34.2875,PM10,Santa Fe
MINAMBIENTE,2016-03-16,33.7875,PM10,Santa Fe
MINAMBIENTE,2016-03-15,44.77916667,PM10,Santa Fe
MINAMBIENTE,2016-03-14,66.725,PM10,Santa Fe
MINAMBIENTE,2016-03-13,55.15416667,PM10,Santa Fe
MINAMBIENTE,2016-03-12,57.6875,PM10,Santa Fe
MINAMBIENTE,2016-03-11,66.70833333,PM10,Santa Fe
MINAMBIENTE,2016-03-10,73.2,PM10,Santa Fe
MINAMBIENTE,2016-03-09,68.71666667,PM10,Santa Fe
MINAMBIENTE,2016-03-08,66.25416667,PM10,Santa Fe
MINAMBIENTE,2016-03-07,84.12083333,PM10,Santa Fe
MINAMBIENTE,2016-03-06,59.10833333,PM10,Santa Fe
MINAMBIENTE,2016-03-05,67.60833333,PM10,Santa Fe
MINAMBIENTE,2016-03-04,69.91666667,PM10,Santa Fe
MINAMBIENTE,2016-03-03,37.5375,PM10,Santa Fe
MINAMBIENTE,2016-03-02,51.64166667,PM10,Santa Fe
MINAMBIENTE,2016-03-01,62.2125,PM10,Santa Fe
MINAMBIENTE,2016-02-29,45.52083333,PM10,Santa Fe
MINAMBIENTE,2016-02-28,28.90416667,PM10,Santa Fe
MINAMBIENTE,2016-02-27,49.05833333,PM10,Santa Fe
MINAMBIENTE,2016-02-26,67.8,PM10,Santa Fe
MINAMBIENTE,2016-02-25,58.175,PM10,Santa Fe
MINAMBIENTE,2016-02-24,34.97916667,PM10,Santa Fe
MINAMBIENTE,2016-02-23,34.82916667,PM10,Santa Fe
MINAMBIENTE,2016-02-22,41.3875,PM10,Santa Fe
MINAMBIENTE,2016-02-21,25.30416667,PM10,Santa Fe
MINAMBIENTE,2016-02-20,31.27916667,PM10,Santa Fe
MINAMBIENTE,2016-02-19,30.23333333,PM10,Santa Fe
MINAMBIENTE,2016-02-18,46.62083333,PM10,Santa Fe
MINAMBIENTE,2016-02-17,34.80833333,PM10,Santa Fe
MINAMBIENTE,2016-02-16,24.225,PM10,Santa Fe
MINAMBIENTE,2016-02-15,28.85833333,PM10,Santa Fe
MINAMBIENTE,2016-02-14,25.6875,PM10,Santa Fe
MINAMBIENTE,2016-02-13,37.25,PM10,Santa Fe
MINAMBIENTE,2016-02-12,28.48333333,PM10,Santa Fe
MINAMBIENTE,2016-02-11,25.8625,PM10,Santa Fe
MINAMBIENTE,2016-02-10,23.87916667,PM10,Santa Fe
MINAMBIENTE,2016-02-09,25.17083333,PM10,Santa Fe
MINAMBIENTE,2016-02-08,28.84583333,PM10,Santa Fe
MINAMBIENTE,2016-02-07,29.9875,PM10,Santa Fe
MINAMBIENTE,2016-02-06,38.225,PM10,Santa Fe
MINAMBIENTE,2016-02-05,57.20416667,PM10,Santa Fe
MINAMBIENTE,2016-02-04,74.75833333,PM10,Santa Fe
MINAMBIENTE,2016-02-03,94.19166667,PM10,Santa Fe
MINAMBIENTE,2016-02-02,68.03043478,PM10,Santa Fe
MINAMBIENTE,2016-02-01,45.14583333,PM10,Santa Fe
MINAMBIENTE,2016-01-31,68.1,PM10,Santa Fe
MINAMBIENTE,2016-01-30,77.0375,PM10,Santa Fe
MINAMBIENTE,2016-01-29,72.39583333,PM10,Santa Fe
MINAMBIENTE,2016-01-28,58.62105263,PM10,Santa Fe
MINAMBIENTE,2016-01-27,47.84166667,PM10,Santa Fe
MINAMBIENTE,2016-01-26,69.27916667,PM10,Santa Fe
MINAMBIENTE,2016-01-25,55.44166667,PM10,Santa Fe
MINAMBIENTE,2016-01-24,51.52916667,PM10,Santa Fe
MINAMBIENTE,2016-01-23,64.92083333,PM10,Santa Fe
MINAMBIENTE,2016-01-22,81.39166667,PM10,Santa Fe
MINAMBIENTE,2016-01-21,87.13333333,PM10,Santa Fe
MINAMBIENTE,2016-01-20,75.9125,PM10,Santa Fe
MINAMBIENTE,2016-01-19,68.8375,PM10,Santa Fe
MINAMBIENTE,2016-01-18,56.96666667,PM10,Santa Fe
MINAMBIENTE,2016-01-17,54.8,PM10,Santa Fe
MINAMBIENTE,2016-01-16,43.19583333,PM10,Santa Fe
MINAMBIENTE,2016-01-15,58.61666667,PM10,Santa Fe
MINAMBIENTE,2016-01-14,69.375,PM10,Santa Fe
MINAMBIENTE,2016-01-13,60.23333333,PM10,Santa Fe
MINAMBIENTE,2016-01-12,53.52083333,PM10,Santa Fe
MINAMBIENTE,2016-01-11,45.38333333,PM10,Santa Fe
MINAMBIENTE,2016-01-10,42.07916667,PM10,Santa Fe
MINAMBIENTE,2016-01-09,53.41666667,PM10,Santa Fe
MINAMBIENTE,2016-01-08,54.70833333,PM10,Santa Fe
MINAMBIENTE,2016-01-07,62.575,PM10,Santa Fe
MINAMBIENTE,2016-01-06,40.5,PM10,Santa Fe
MINAMBIENTE,2016-01-05,54.61666667,PM10,Santa Fe
MINAMBIENTE,2016-01-04,42.42916667,PM10,Santa Fe
MINAMBIENTE,2016-01-03,21.51666667,PM10,Santa Fe
MINAMBIENTE,2016-01-02,17.65833333,PM10,Santa Fe
MINAMBIENTE,2016-01-01,18.4,PM10,Santa Fe
MINAMBIENTE,2015-12-31,16.73913043,PM10,Santa Fe
MINAMBIENTE,2015-12-30,20.875,PM10,Santa Fe
MINAMBIENTE,2015-12-29,24.25,PM10,Santa Fe
MINAMBIENTE,2015-12-28,26.08333333,PM10,Santa Fe
MINAMBIENTE,2015-12-27,22.125,PM10,Santa Fe
MINAMBIENTE,2015-12-26,21.0,PM10,Santa Fe
MINAMBIENTE,2015-12-25,18.125,PM10,Santa Fe
MINAMBIENTE,2015-12-24,22.08333333,PM10,Santa Fe
MINAMBIENTE,2015-12-23,28.29166667,PM10,Santa Fe
MINAMBIENTE,2015-12-22,23.875,PM10,Santa Fe
MINAMBIENTE,2015-12-21,24.20833333,PM10,Santa Fe
MINAMBIENTE,2015-12-20,22.70833333,PM10,Santa Fe
MINAMBIENTE,2015-12-19,20.66666667,PM10,Santa Fe
MINAMBIENTE,2015-12-18,32.95833333,PM10,Santa Fe
MINAMBIENTE,2015-12-17,26.41666667,PM10,Santa Fe
MINAMBIENTE,2015-12-16,28.66666667,PM10,Santa Fe
MINAMBIENTE,2015-12-15,36.33333333,PM10,Santa Fe
MINAMBIENTE,2015-12-14,40.33333333,PM10,Santa Fe
MINAMBIENTE,2015-12-13,35.45833333,PM10,Santa Fe
MINAMBIENTE,2015-12-12,34.20833333,PM10,Santa Fe
MINAMBIENTE,2015-12-11,35.5,PM10,Santa Fe
MINAMBIENTE,2015-12-10,38.66666667,PM10,Santa Fe
MINAMBIENTE,2015-12-09,28.33333333,PM10,Santa Fe
MINAMBIENTE,2015-12-08,43.0,PM10,Santa Fe
MINAMBIENTE,2015-12-07,32.95833333,PM10,Santa Fe
MINAMBIENTE,2015-12-06,23.04166667,PM10,Santa Fe
MINAMBIENTE,2015-12-05,27.45833333,PM10,Santa Fe
MINAMBIENTE,2015-12-04,28.73913043,PM10,Santa Fe
MINAMBIENTE,2015-12-03,42.625,PM10,Santa Fe
MINAMBIENTE,2015-12-02,25.04166667,PM10,Santa Fe
MINAMBIENTE,2015-12-01,24.75,PM10,Santa Fe
MINAMBIENTE,2015-11-30,25.04166667,PM10,Santa Fe
MINAMBIENTE,2015-11-29,35.79166667,PM10,Santa Fe
MINAMBIENTE,2015-11-28,52.20833333,PM10,Santa Fe
MINAMBIENTE,2015-11-27,38.625,PM10,Santa Fe
MINAMBIENTE,2015-11-26,30.20833333,PM10,Santa Fe
MINAMBIENTE,2015-11-25,26.70833333,PM10,Santa Fe
MINAMBIENTE,2015-11-24,36.66666667,PM10,Santa Fe
MINAMBIENTE,2015-11-23,37.66666667,PM10,Santa Fe
MINAMBIENTE,2015-11-22,22.20833333,PM10,Santa Fe
MINAMBIENTE,2015-11-21,43.0,PM10,Santa Fe
MINAMBIENTE,2015-11-20,62.33333333,PM10,Santa Fe
MINAMBIENTE,2015-11-19,53.45833333,PM10,Santa Fe
MINAMBIENTE,2015-11-18,37.75,PM10,Santa Fe
MINAMBIENTE,2015-11-17,20.5,PM10,Santa Fe
MINAMBIENTE,2015-11-16,21.58333333,PM10,Santa Fe
MINAMBIENTE,2015-11-15,19.95833333,PM10,Santa Fe
MINAMBIENTE,2015-11-14,20.66666667,PM10,Santa Fe
MINAMBIENTE,2015-11-13,24.5,PM10,Santa Fe
MINAMBIENTE,2015-11-12,30.95833333,PM10,Santa Fe
MINAMBIENTE,2015-11-11,21.70833333,PM10,Santa Fe
MINAMBIENTE,2015-11-10,22.625,PM10,Santa Fe
MINAMBIENTE,2015-11-09,21.33333333,PM10,Santa Fe
MINAMBIENTE,2015-11-08,19.54166667,PM10,Santa Fe
MINAMBIENTE,2015-11-07,42.625,PM10,Santa Fe
MINAMBIENTE,2015-11-06,56.41666667,PM10,Santa Fe
MINAMBIENTE,2015-11-05,55.45833333,PM10,Santa Fe
MINAMBIENTE,2015-11-04,56.125,PM10,Santa Fe
MINAMBIENTE,2015-11-03,54.0,PM10,Santa Fe
MINAMBIENTE,2015-11-02,34.75,PM10,Santa Fe
MINAMBIENTE,2015-11-01,35.66666667,PM10,Santa Fe
MINAMBIENTE,2015-10-31,80.45833333,PM10,Santa Fe
MINAMBIENTE,2015-10-30,50.33333333,PM10,Santa Fe
MINAMBIENTE,2015-10-29,37.375,PM10,Santa Fe
MINAMBIENTE,2015-10-28,27.16666667,PM10,Santa Fe
MINAMBIENTE,2015-10-27,26.08333333,PM10,Santa Fe
MINAMBIENTE,2015-10-26,23.875,PM10,Santa Fe
MINAMBIENTE,2015-10-25,21.75,PM10,Santa Fe
MINAMBIENTE,2015-10-24,36.20833333,PM10,Santa Fe
MINAMBIENTE,2015-10-23,34.0,PM10,Santa Fe
MINAMBIENTE,2015-10-22,54.95833333,PM10,Santa Fe
MINAMBIENTE,2015-10-21,31.79166667,PM10,Santa Fe
MINAMBIENTE,2015-10-20,31.08333333,PM10,Santa Fe
MINAMBIENTE,2015-10-19,30.29166667,PM10,Santa Fe
MINAMBIENTE,2015-10-18,24.25,PM10,Santa Fe
MINAMBIENTE,2015-10-17,28.25,PM10,Santa Fe
MINAMBIENTE,2015-10-16,22.95833333,PM10,Santa Fe
MINAMBIENTE,2015-10-15,23.70833333,PM10,Santa Fe
MINAMBIENTE,2015-10-14,55.91666667,PM10,Santa Fe
MINAMBIENTE,2015-10-13,52.83333333,PM10,Santa Fe
MINAMBIENTE,2015-10-12,37.66666667,PM10,Santa Fe
MINAMBIENTE,2015-10-11,32.16666667,PM10,Santa Fe
MINAMBIENTE,2015-10-10,30.58333333,PM10,Santa Fe
MINAMBIENTE,2015-10-09,26.625,PM10,Santa Fe
MINAMBIENTE,2015-10-08,27.75,PM10,Santa Fe
MINAMBIENTE,2015-10-07,33.91666667,PM10,Santa Fe
MINAMBIENTE,2015-10-06,28.0,PM10,Santa Fe
MINAMBIENTE,2015-10-05,22.08695652,PM10,Santa Fe
MINAMBIENTE,2015-10-04,19.20833333,PM10,Santa Fe
MINAMBIENTE,2015-10-03,27.20833333,PM10,Santa Fe
MINAMBIENTE,2015-10-02,51.39130435,PM10,Santa Fe
MINAMBIENTE,2015-10-01,57.25,PM10,Santa Fe
MINAMBIENTE,2015-09-30,40.33333333,PM10,Santa Fe
MINAMBIENTE,2015-09-29,24.91666667,PM10,Santa Fe
MINAMBIENTE,2015-09-28,27.08333333,PM10,Santa Fe
MINAMBIENTE,2015-09-27,18.70833333,PM10,Santa Fe
MINAMBIENTE,2015-09-26,26.25,PM10,Santa Fe
MINAMBIENTE,2015-09-25,25.875,PM10,Santa Fe
MINAMBIENTE,2015-09-24,25.08333333,PM10,Santa Fe
MINAMBIENTE,2015-09-23,22.25,PM10,Santa Fe
MINAMBIENTE,2015-09-22,23.58333333,PM10,Santa Fe
MINAMBIENTE,2015-09-21,20.625,PM10,Santa Fe
MINAMBIENTE,2015-09-20,15.70833333,PM10,Santa Fe
MINAMBIENTE,2015-09-19,26.45833333,PM10,Santa Fe
MINAMBIENTE,2015-09-18,28.91666667,PM10,Santa Fe
MINAMBIENTE,2015-09-17,75.0,PM10,Santa Fe
MINAMBIENTE,2015-09-16,29.875,PM10,Santa Fe
MINAMBIENTE,2015-09-15,24.83333333,PM10,Santa Fe
MINAMBIENTE,2015-09-14,23.91666667,PM10,Santa Fe
MINAMBIENTE,2015-09-13,18.34782609,PM10,Santa Fe
MINAMBIENTE,2015-09-12,22.54166667,PM10,Santa Fe
MINAMBIENTE,2015-09-11,19.625,PM10,Santa Fe
MINAMBIENTE,2015-09-10,27.08333333,PM10,Santa Fe
MINAMBIENTE,2015-09-09,24.20833333,PM10,Santa Fe
MINAMBIENTE,2015-09-08,24.54166667,PM10,Santa Fe
MINAMBIENTE,2015-09-07,25.04166667,PM10,Santa Fe
MINAMBIENTE,2015-09-06,21.54166667,PM10,Santa Fe
MINAMBIENTE,2015-09-05,30.95833333,PM10,Santa Fe
MINAMBIENTE,2015-09-04,31.5,PM10,Santa Fe
MINAMBIENTE,2015-09-03,27.20833333,PM10,Santa Fe
MINAMBIENTE,2015-09-02,30.25,PM10,Santa Fe
MINAMBIENTE,2015-09-01,20.0,PM10,Santa Fe
MINAMBIENTE,2015-08-31,21.70833333,PM10,Santa Fe
MINAMBIENTE,2015-08-30,17.58333333,PM10,Santa Fe
MINAMBIENTE,2015-08-29,21.83333333,PM10,Santa Fe
MINAMBIENTE,2015-08-28,22.75,PM10,Santa Fe
MINAMBIENTE,2015-08-27,46.95833333,PM10,Santa Fe
MINAMBIENTE,2015-08-26,38.75,PM10,Santa Fe
MINAMBIENTE,2015-08-25,36.58333333,PM10,Santa Fe
MINAMBIENTE,2015-08-24,27.95833333,PM10,Santa Fe
MINAMBIENTE,2015-08-23,33.20833333,PM10,Santa Fe
MINAMBIENTE,2015-08-22,51.875,PM10,Santa Fe
MINAMBIENTE,2015-08-21,31.04166667,PM10,Santa Fe
MINAMBIENTE,2015-08-20,20.58333333,PM10,Santa Fe
MINAMBIENTE,2015-08-19,20.41666667,PM10,Santa Fe
MINAMBIENTE,2015-08-18,21.875,PM10,Santa Fe
MINAMBIENTE,2015-08-17,19.08333333,PM10,Santa Fe
MINAMBIENTE,2015-08-16,25.08333333,PM10,Santa Fe
MINAMBIENTE,2015-08-15,30.83333333,PM10,Santa Fe
MINAMBIENTE,2015-08-14,29.79166667,PM10,Santa Fe
MINAMBIENTE,2015-08-13,22.20833333,PM10,Santa Fe
MINAMBIENTE,2015-08-12,24.625,PM10,Santa Fe
MINAMBIENTE,2015-08-11,21.625,PM10,Santa Fe
MINAMBIENTE,2015-08-10,22.83333333,PM10,Santa Fe
MINAMBIENTE,2015-08-09,20.5,PM10,Santa Fe
MINAMBIENTE,2015-08-08,19.45833333,PM10,Santa Fe
MINAMBIENTE,2015-08-07,20.0,PM10,Santa Fe
MINAMBIENTE,2015-08-06,24.41666667,PM10,Santa Fe
MINAMBIENTE,2015-08-05,22.5,PM10,Santa Fe
MINAMBIENTE,2015-08-04,20.5,PM10,Santa Fe
MINAMBIENTE,2015-08-03,21.28571429,PM10,Santa Fe
MINAMBIENTE,2015-08-02,16.52631579,PM10,Santa Fe
MINAMBIENTE,2015-08-01,21.95833333,PM10,Santa Fe
MINAMBIENTE,2015-07-31,17.41666667,PM10,Santa Fe
MINAMBIENTE,2015-07-30,24.58333333,PM10,Santa Fe
MINAMBIENTE,2015-07-29,18.66666667,PM10,Santa Fe
MINAMBIENTE,2015-07-28,22.5,PM10,Santa Fe
MINAMBIENTE,2015-07-27,21.41666667,PM10,Santa Fe
MINAMBIENTE,2015-07-26,13.54166667,PM10,Santa Fe
MINAMBIENTE,2015-07-25,19.16666667,PM10,Santa Fe
MINAMBIENTE,2015-07-24,26.16666667,PM10,Santa Fe
MINAMBIENTE,2015-07-23,18.79166667,PM10,Santa Fe
MINAMBIENTE,2015-07-22,22.33333333,PM10,Santa Fe
MINAMBIENTE,2015-07-21,41.41666667,PM10,Santa Fe
MINAMBIENTE,2015-07-20,24.25,PM10,Santa Fe
MINAMBIENTE,2015-07-19,30.75,PM10,Santa Fe
MINAMBIENTE,2015-07-18,22.69565217,PM10,Santa Fe
MINAMBIENTE,2015-07-17,23.0,PM10,Santa Fe
MINAMBIENTE,2015-07-16,24.54166667,PM10,Santa Fe
MINAMBIENTE,2015-07-15,19.25,PM10,Santa Fe
MINAMBIENTE,2015-07-14,23.375,PM10,Santa Fe
MINAMBIENTE,2015-07-13,30.58333333,PM10,Santa Fe
MINAMBIENTE,2015-07-12,13.16666667,PM10,Santa Fe
MINAMBIENTE,2015-07-11,16.16666667,PM10,Santa Fe
MINAMBIENTE,2015-07-10,21.85,PM10,Santa Fe
MINAMBIENTE,2015-07-09,26.91666667,PM10,Santa Fe
MINAMBIENTE,2015-07-08,23.125,PM10,Santa Fe
MINAMBIENTE,2015-07-07,23.375,PM10,Santa Fe
MINAMBIENTE,2015-07-06,19.65217391,PM10,Santa Fe
MINAMBIENTE,2015-07-05,14.41666667,PM10,Santa Fe
MINAMBIENTE,2015-07-04,13.91666667,PM10,Santa Fe
MINAMBIENTE,2015-07-03,24.08333333,PM10,Santa Fe
MINAMBIENTE,2015-07-02,18.54166667,PM10,Santa Fe
MINAMBIENTE,2015-07-01,28.5,PM10,Santa Fe
MINAMBIENTE,2015-06-30,34.08333333,PM10,Santa Fe
MINAMBIENTE,2015-06-29,26.95833333,PM10,Santa Fe
MINAMBIENTE,2015-06-28,18.91666667,PM10,Santa Fe
MINAMBIENTE,2015-06-27,19.91666667,PM10,Santa Fe
MINAMBIENTE,2015-06-26,26.08333333,PM10,Santa Fe
MINAMBIENTE,2015-06-25,18.75,PM10,Santa Fe
MINAMBIENTE,2015-06-24,19.875,PM10,Santa Fe
MINAMBIENTE,2015-06-23,18.45833333,PM10,Santa Fe
MINAMBIENTE,2015-06-22,23.33333333,PM10,Santa Fe
MINAMBIENTE,2015-06-21,20.66666667,PM10,Santa Fe
MINAMBIENTE,2015-06-20,24.66666667,PM10,Santa Fe
MINAMBIENTE,2015-06-19,22.20833333,PM10,Santa Fe
MINAMBIENTE,2015-06-18,19.45833333,PM10,Santa Fe
MINAMBIENTE,2015-06-17,17.95833333,PM10,Santa Fe
MINAMBIENTE,2015-06-16,20.16666667,PM10,Santa Fe
MINAMBIENTE,2015-06-15,22.5,PM10,Santa Fe
MINAMBIENTE,2015-06-14,17.47826087,PM10,Santa Fe
MINAMBIENTE,2015-06-13,23.08333333,PM10,Santa Fe
MINAMBIENTE,2015-06-12,21.125,PM10,Santa Fe
MINAMBIENTE,2015-06-11,33.375,PM10,Santa Fe
MINAMBIENTE,2015-06-10,24.875,PM10,Santa Fe
MINAMBIENTE,2015-06-09,29.95833333,PM10,Santa Fe
MINAMBIENTE,2015-06-08,18.16666667,PM10,Santa Fe
MINAMBIENTE,2015-06-07,18.91666667,PM10,Santa Fe
MINAMBIENTE,2015-06-06,27.0,PM10,Santa Fe
MINAMBIENTE,2015-06-05,26.16666667,PM10,Santa Fe
MINAMBIENTE,2015-06-04,24.375,PM10,Santa Fe
MINAMBIENTE,2015-06-03,22.58333333,PM10,Santa Fe
MINAMBIENTE,2015-06-02,18.0,PM10,Santa Fe
MINAMBIENTE,2015-06-01,26.04166667,PM10,Santa Fe
MINAMBIENTE,2015-05-31,21.25,PM10,Santa Fe
MINAMBIENTE,2015-05-30,30.25,PM10,Santa Fe
MINAMBIENTE,2015-05-29,36.5,PM10,Santa Fe
MINAMBIENTE,2015-05-28,31.29166667,PM10,Santa Fe
MINAMBIENTE,2015-05-27,38.29166667,PM10,Santa Fe
MINAMBIENTE,2015-05-26,30.33333333,PM10,Santa Fe
MINAMBIENTE,2015-05-25,29.04166667,PM10,Santa Fe
MINAMBIENTE,2015-05-24,21.75,PM10,Santa Fe
MINAMBIENTE,2015-05-23,22.83333333,PM10,Santa Fe
MINAMBIENTE,2015-05-22,30.0,PM10,Santa Fe
MINAMBIENTE,2015-05-21,26.0,PM10,Santa Fe
MINAMBIENTE,2015-05-20,28.17391304,PM10,Santa Fe
MINAMBIENTE,2015-05-19,29.91666667,PM10,Santa Fe
MINAMBIENTE,2015-05-18,22.29166667,PM10,Santa Fe
MINAMBIENTE,2015-05-17,23.0,PM10,Santa Fe
MINAMBIENTE,2015-05-16,29.875,PM10,Santa Fe
MINAMBIENTE,2015-05-15,27.95833333,PM10,Santa Fe
MINAMBIENTE,2015-05-14,30.625,PM10,Santa Fe
MINAMBIENTE,2015-05-13,29.33333333,PM10,Santa Fe
MINAMBIENTE,2015-05-12,32.66666667,PM10,Santa Fe
MINAMBIENTE,2015-05-11,39.95833333,PM10,Santa Fe
MINAMBIENTE,2015-05-10,31.91666667,PM10,Santa Fe
MINAMBIENTE,2015-05-09,21.375,PM10,Santa Fe
MINAMBIENTE,2015-05-08,30.08333333,PM10,Santa Fe
MINAMBIENTE,2015-05-07,45.66666667,PM10,Santa Fe
MINAMBIENTE,2015-05-06,51.0,PM10,Santa Fe
MINAMBIENTE,2015-05-05,52.20833333,PM10,Santa Fe
MINAMBIENTE,2015-05-04,58.875,PM10,Santa Fe
MINAMBIENTE,2015-05-03,51.04166667,PM10,Santa Fe
