ANO;EVENTO;GRUPO_EDAD;LOCALIDAD;CONCENTRACION_PM_2_5;NUMERO_MUERTES_POBLACION;POBLACION_CENSO_2018;ESTIMADO_CASOS_ATRIBUIBLES_100000_HABITANTES_CENTRAL;ESTIMACION_PROPORCION_ATRIBUIBLE_CENTRAL - Copia
2021;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;11.9;0;9383;0;4,84%
2023;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;12.1;3;30452;0,5;4,98%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;12.6;7;12454;0;13,67%
2023;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;12.6;1;12454;0,6;7,86%
2023;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;12.6;0;651;0;5,30%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;12.7;8;11970;0;13,89%
2021;Mortalidad, EPOC;Adultos >= 25 años; La Candelaria;12.7;2;11970;0,9;5,39%
2021;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;12.7;1;11970;0,7;7,95%
2020;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;12.7;2;28880;0,4;5,37%
2021;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;12.7;1;671;8;5,37%
2021;Mortalidad, IRAB;Niños 0 - 4años; Suba;12.7;4;73187;0,3;5,37%
2023;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;12.8;0;10228;0;5,43%
2018;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;12.8;5;26739;1;5,43%
2021;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;12.8;0;7691;0;5,43%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;12.9;8;11240;0;14,31%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;12.9;5;11486;0;14,27%
2019;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;12.9;1;11486;0,7;8,13%
2019;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;12.9;21;11486;0;13,25%
2018;Mortalidad, IRAB;Niños 0 - 4años; Engativá;12.9;5;44312;0,6;5,50%
2019;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;12.9;0;691;0;5,50%
2018;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;12.9;0;701;0;5,50%
2023;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;13;2;32239;0,3;5,56%
2023;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;13;5;4966;5,6;5,56%
2021;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;13;1;7193;0,8;5,56%
2023;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;13;1;8393;0,7;5,56%
2020;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;13.2;3;11728;2,1;8,39%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;13.2;6;11728;0;14,66%
2020;Mortalidad, EPOC;Adultos >= 25 años; La Candelaria;13.2;4;11728;2,6;7,70%
2020;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;13.2;16;11728;0;13,61%
2020;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;13.2;0;681;0;5,60%
2024;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;13.3;2;32989;0,3;5,75%
2018;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;13.3;2;7944;1,4;5,75%
2020;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;13.3;0;9054;0;5,75%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;13.4;19;101965;0;14,94%
2019;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;13.4;0;6617;0;5,82%
2020;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;13.4;0;7108;0;5,82%
2018;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;13.5;3;29033;0,6;5,88%
2021;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;13.5;4;29847;0,8;5,88%
2019;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;13.6;0;8492;0;5,94%
2023;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;13.6;0;9169;0;5,94%
2019;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;13.7;1;6560;0,9;6,01%
2019;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;13.8;0;29868;0;6,07%
2020;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;13.8;0;30514;0;6,07%
2018;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;13.8;0;6420;0;6,07%
2020;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;13.8;1;6822;0,9;6,07%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;13.8;14;68924;0;16,09%
2023;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;13.8;0;7067;0;6,07%
2018;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;14.5;1;6173;1,1;6,51%
2024;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;14.6;0;30414;0;6,58%
2022;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;14.7;4;30900;0,9;6,64%
2020;Mortalidad, IRAB;Niños 0 - 4años; Suba;14.7;1;74510;0,1;6,64%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;14.8;8;12696;0;16,71%
2024;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;14.8;0;12696;0;9,73%
2024;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;14.8;18;12696;0;15,44%
2018;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;14.8;4;21023;1,3;6,70%
2024;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;14.8;0;641;0;6,70%
2019;Mortalidad, IRAB;Niños 0 - 4años; Suba;14.8;4;73349;0,4;6,70%
2024;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;14.9;0;10634;0;6,76%
2024;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;14.9;0;9737;0;6,76%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; La Candelaria;15;2;12212;0;17,06%
2022;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;15;2;12212;1,6;9,89%
2022;Mortalidad, IRAB;Niños 0 - 4años; La Candelaria;15;0;661;0;6,83%
2024;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;15.1;1;5011;1,4;6,89%
2019;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;15.2;1;6090;1,1;6,95%
2022;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;15.2;1;7684;0,9;6,95%
2018;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;15.3;1;5840;1,2;7,01%
2021;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;15.3;1;6639;1,1;7,01%
2024;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;15.3;0;7292;0;7,01%
2019;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;15.4;0;4726;0;7,07%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;15.4;32;70517;0;18,40%
2024;Mortalidad, IRAB;Niños 0 - 4años; Santa Fe;15.4;2;8868;1,6;7,07%
2024;Mortalidad, IRAB;Niños 0 - 4años; Suba;15.5;2;65956;0,2;7,14%
2022;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;15.6;0;4870;0;7,20%
2023;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;15.6;0;7290;0;7,20%
2018;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;15.7;1;4333;1,7;7,26%
2021;Mortalidad, IRAB;Niños 0 - 4años; Engativá;15.9;2;39608;0,4;7,38%
2019;Mortalidad, IRAB;Niños 0 - 4años; Usme;16;3;30191;0,7;7,44%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;16.1;9;121996;0;18,54%
2023;Mortalidad, IRAB;Niños 0 - 4años; Engativá;16.1;3;33187;0,7;7,50%
2020;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;16.1;0;6431;0;7,50%
2019;Mortalidad, IRAB;Niños 0 - 4años; Engativá;16.2;4;43563;0,7;7,56%
2021;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;16.2;1;4803;1,6;7,56%
2022;Mortalidad, IRAB;Niños 0 - 4años; Chapinero;16.3;1;9777;0,8;7,63%
2020;Mortalidad, IRAB;Niños 0 - 4años; Los Mártires;16.5;1;4836;1,6;7,75%
2023;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;16.7;1;20692;0,4;7,87%
2023;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;16.8;3;13031;1,8;7,93%
2024;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;16.9;0;8164;0;7,99%
2018;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;17.2;2;4063;4;8,17%
2020;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;17.3;0;4880;0;8,23%
2022;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;17.3;0;6291;0;8,23%
2020;Mortalidad, IRAB;Niños 0 - 4años; Engativá;17.4;1;42243;0,2;8,29%
2019;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;17.4;1;4397;1,9;8,29%
2021;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;17.7;2;20894;0,8;8,46%
2019;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;17.9;1;21126;0,4;8,58%
2021;Mortalidad, IRAB;Niños 0 - 4años; Antonio Nariño;17.9;0;5486;0;8,58%
2024;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.1;0;13239;0;8,70%
2021;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.4;0;12592;0;8,88%
2020;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;18.4;1;26716;0,3;8,88%
2020;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.7;1;12564;0,7;9,05%
2024;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;18.8;1;20960;0,4;9,11%
2018;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.9;1;12240;0,7;9,17%
2019;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.9;2;12391;1,5;9,17%
2022;Mortalidad, IRAB;Niños 0 - 4años; Teusaquillo;19;0;6851;0;9,23%
2022;Mortalidad, IRAB;Niños 0 - 4años; Barrios Unidos;19.1;1;8343;1,1;9,28%
2024;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;19.3;0;28897;0;9,40%
2020;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;19.5;0;21132;0;9,52%
2021;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;19.5;1;27526;0,3;9,52%
2018;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;20.1;3;24270;1,2;9,86%
2023;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;20.2;1;47940;0,2;9,91%
2024;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;20.4;3;42148;0,7;10,03%
2020;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;21.6;1;12463;0,9;10,70%
2020;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;21.7;2;64590;0,3;10,76%
2023;Mortalidad, IRAB;Niños 0 - 4años; Bosa;21.8;0;49865;0;10,81%
2020;Mortalidad, IRAB;Niños 0 - 4años; Bosa;21.8;2;53367;0,4;10,81%
2021;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;21.9;3;59691;0,5;10,87%
2021;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;23.2;0;13214;0;11,57%
2024;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;23.2;0;16003;0;11,57%
2018;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;23.9;0;10945;0;11,95%
2023;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;24.3;0;15283;0;12,16%
2022;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;24.4;2;14121;1,7;12,22%
2019;Mortalidad, IRAB;Niños 0 - 4años; Tunjuelito;24.8;0;11445;0;12,43%
2023;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;12.6;20;12454;0;12,71%
2023;Mortalidad, EPOC;Adultos >= 25 años; La Candelaria;12.6;6;12454;3,5;7,19%
2021;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;12.7;7;10288;4,8;7,08%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;12.8;41;105437;0;14,12%
2018;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;12.9;32;11240;0;13,30%
2019;Mortalidad, IRAB;Niños 0 - 4años; San Cristóbal;12.9;7;28057;1,4;5,50%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;13;28;56764;0;15,02%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;13.3;18;113551;0;15,16%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;13.3;20;125373;0;15,18%
2022;Mortalidad, IRAB;Niños 0 - 4años; Usaquén;13.4;7;30513;1,3;5,82%
2019;Mortalidad, Ca pulmón;Adultos >= 25 años; Santa Fe;13.4;5;67453;0,6;8,56%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;13.4;19;67453;0;15,44%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Barrios Unidos;13.6;26;112142;0;15,23%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;13.6;22;119497;0;15,61%
2023;Mortalidad, IRAB;Niños 0 - 4años; Suba;13.7;8;68536;0,7;6,01%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;14.9;30;138104;0;17,26%
2018;Mortalidad, IRAB;Niños 0 - 4años; Suba;15;6;71144;0,6;6,83%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;15.6;23;56285;0;18,70%
2018;Mortalidad, IRAB;Niños 0 - 4años; Usme;17;6;29007;1,7;8,05%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;17.2;21;52922;0;19,83%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;17.3;24;54651;0;20,08%
2024;Mortalidad, IRAB;Niños 0 - 4años; Engativá;18.1;4;30536;1,1;8,70%
2022;Mortalidad, IRAB;Niños 0 - 4años; Puente Aranda;18.7;4;12714;2,9;9,05%
2022;Mortalidad, IRAB;Niños 0 - 4años; Fontibón;19.1;4;20698;1,8;9,28%
2022;Mortalidad, IRAB;Niños 0 - 4años; Engativá;19.2;5;36672;1,3;9,34%
2019;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;19.7;4;25504;1,5;9,63%
2021;Mortalidad, IRAB;Niños 0 - 4años; Bosa;20.6;4;51520;0,8;10,14%
2020;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;24.5;3;54664;0,7;12,27%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;11.9;32;128971;0,8;13,06%
2021;Mortalidad, EPOC;Adultos >= 25 años; Chapinero;11.9;34;128971;1,2;4,67%
2023;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;12.6;8;10732;5,2;6,99%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;12.8;40;128276;2,3;17,56%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;12.8;26;135408;0,7;14,31%
2018;Mortalidad, Ca pulmón;Adultos >= 25 años; La Candelaria;12.9;7;11240;5,1;8,13%
2019;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;12.9;17;9844;12,5;7,25%
2021;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;13;37;69525;2,9;15,00%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;13;29;70208;1,4;14,96%
2020;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;13.2;7;10066;5,2;7,52%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;13.8;34;129592;1,5;15,46%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;13.8;32;65793;3;15,95%
2020;Mortalidad, Ca pulmón;Adultos >= 25 años; Santa Fe;13.8;7;68924;0,9;8,90%
2024;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;14.8;16;10954;13;8,92%
2022;Mortalidad, enf resp;Adultos >= 30 años; La Candelaria;15;12;10510;10,4;9,09%
2022;Mortalidad, EIC;Adultos 25 - 95 años y más; La Candelaria;15;27;12212;8,2;15,76%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;15.1;30;57199;1,7;18,07%
2022;Mortalidad, IRAB;Niños 0 - 4años; Suba;15.1;11;70959;1,1;6,89%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;15.2;28;114301;1,7;17,34%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Santa Fe;15.2;23;69994;1,4;18,10%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Teusaquillo;15.3;42;129495;3,1;17,48%
2019;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;15.4;20;53956;1,9;18,12%
2023;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;15.6;25;56389;1,8;18,02%
2018;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;15.7;25;47374;2,1;18,27%
2022;Mortalidad, ACV;Adultos 25 - 95 años y más; Chapinero;16.3;38;132434;2,3;19,19%
2020;Mortalidad, ACV;Adultos 25 - 95 años y más; Los Mártires;16.5;21;54849;1,8;19,74%
2024;Mortalidad, ACV;Adultos 25 - 95 años y más; Antonio Nariño;16.9;26;56888;1,8;19,68%
2023;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;19.3;6;29061;1,9;9,40%
2024;Mortalidad, IRAB;Niños 0 - 4años; Bosa;20.1;7;47786;1,4;9,86%
2022;Mortalidad, IRAB;Niños 0 - 4años; Rafael Uribe Uribe;20.4;6;28262;2,1;10,03%
2018;Mortalidad, IRAB;Niños 0 - 4años; Bosa;21.7;5;52802;1;10,76%
2024;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;26.2;4;55447;0,9;13,15%
2023;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA_post_covid;16.1;44;471155;0,7;7,50%
2023;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;16.1;44;481306;0,7;7,50%
2023;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;16.1;44;481629;0,7;7,50%
2023;Mortalidad, ACV;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.1;1562;5354569;3,3;19,04%
2023;Mortalidad, EIC;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.1;5829;5354569;10,1;17,53%
2023;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.1;1560;5367650;3,2;18,90%
2023;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.1;5820;5367650;9,7;17,40%
2023;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;16.1;1562;5369896;3,2;18,90%
2023;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;16.1;5829;5369896;9,7;17,40%
2021;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA_post_covid;16.4;32;485960;0,5;7,69%
2021;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;16.4;32;488870;0,5;7,69%
2021;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;16.4;32;489189;0,5;7,69%
2021;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.4;7364;5143452;13,4;17,84%
2021;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.4;1566;5143452;3,6;19,39%
2021;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;16.4;1567;5145518;3,6;19,39%
2021;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;16.4;7366;5145518;13,4;17,84%
2021;Mortalidad, ACV;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.4;1567;5167022;3,7;19,47%
2021;Mortalidad, EIC;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.4;7366;5167022;13,8;17,91%
2022;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA_post_covid;16.5;76;479213;1,2;7,75%
2022;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;16.5;76;484984;1,2;7,75%
2022;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;16.5;76;485305;1,2;7,75%
2022;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.5;6522;5258193;11,4;17,90%
2022;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.5;1522;5258193;3,4;19,46%
2022;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;16.5;6525;5260361;11,4;17,90%
2022;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;16.5;1523;5260361;3,4;19,46%
2022;Mortalidad, EIC;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.5;6525;5268211;11,9;18,01%
2022;Mortalidad, ACV;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.5;1523;5268211;3,4;19,59%
2024;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA_post_covid;16.9;29;462484;0,5;7,99%
2024;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;16.9;29;472554;0,5;7,99%
2024;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;16.9;29;472881;0,5;7,99%
2024;Mortalidad, ACV;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.9;1699;5428673;3,7;20,01%
2024;Mortalidad, EIC;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;16.9;5790;5428673;10,5;18,38%
2024;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;16.9;5785;5479036;10;18,25%
2024;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTAU;16.9;1699;5479036;3,6;19,86%
2024;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;16.9;5790;5481361;10;18,25%
2024;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTA;16.9;1699;5715204;3,6;19,85%
2018;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;17.18;64;475267;1,1;8,17%
2018;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;17.18;64;475569;1,1;8,17%
2018;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;17.2;5565;4684665;11,8;18,82%
2018;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;17.2;1341;4684665;3,6;20,49%
2018;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;17.2;1341;4686406;3,6;20,49%
2018;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;17.2;5567;4686406;11,8;18,82%
2020;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA_post_covid;17.25;18;487698;0,3;8,23%
2020;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;17.25;18;492976;0,3;8,23%
2020;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;17.25;18;493287;0,3;8,23%
2020;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;17.3;1059;5012708;3;20,64%
2020;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;17.3;4410;5012708;9,7;18,87%
2020;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;17.3;4414;5014667;9,8;18,87%
2020;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;17.3;1060;5014676;3;20,56%
2020;Mortalidad, ACV;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;17.3;1060;5034140;3;20,61%
2020;Mortalidad, EIC;TOTAL_BOGOTA_post_covid;TOTAL_BOGOTA_post_covid;17.3;4414;5034140;10;18,91%
2022;Mortalidad, IRAB;Niños 0 - 4años; Bosa;18.1;11;50909;1,9;8,70%
2019;Mortalidad, ACV;TOTAL_BOGOTAU;TOTAL_BOGOTAU;18.3;1445;4854059;3,9;21,80%
2019;Mortalidad, EIC;TOTAL_BOGOTAU;TOTAL_BOGOTAU;18.3;5400;4854059;11,8;19,95%
2019;Mortalidad, ACV;TOTAL_BOGOTA;TOTAL_BOGOTA;18.3;1445;4855923;3,9;21,80%
2019;Mortalidad, EIC;TOTAL_BOGOTA;TOTAL_BOGOTA;18.3;5401;4855923;11,9;20,41%
2019;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTAU;18.3;59;486038;1,1;8,82%
2019;Mortalidad, IRAB;Niños 0 - 4 años;TOTAL_BOGOTA;18.3;59;486341;1,1;8,82%
2022;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;20.7;9;54036;1,7;10,20%
2018;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;22.5;8;68035;1,3;11,19%
2019;Mortalidad, IRAB;Niños 0 - 4años; Kennedy;23.2;8;67000;1,4;11,57%
2019;Mortalidad, IRAB;Niños 0 - 4años; Bosa;25.1;11;53350;2,6;12,58%
2018;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;25.3;8;50243;2;12,69%
2023;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;27.2;7;56839;1,7;13,66%
2021;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;28.3;6;55635;1,5;14,21%
2019;Mortalidad, IRAB;Niños 0 - 4años; Ciudad Bolívar;29;8;52621;2,2;14,56%
2021;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;11.9;703;110697;32,8;5,17%
2023;Mortalidad, naturales;Adultos de 30 años y más; Usaquén;12.1;2522;374774;35,8;5,32%
2023;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;12.6;117;10732;61,9;5,68%
2021;Mortalidad, naturales;Adultos de 30 años y más; La Candelaria;12.7;116;10288;64,9;5,75%
2020;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;12.7;1702;206057;47,5;5,75%
2021;Mortalidad, naturales;Adultos de 30 años y más; Suba;12.7;4505;720477;36;5,75%
2023;Mortalidad, naturales;Adultos de 30 años y más; Chapinero;12.8;674;117671;33,4;5,83%
2018;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;12.8;1490;196003;44,3;5,83%
2021;Mortalidad, naturales;Adultos de 30 años y más; Barrios Unidos;12.8;780;90960;50;5,83%
2019;Mortalidad, naturales;Adultos de 30 años y más; San Cristóbal;12.9;1508;201121;44,2;5,90%
2018;Mortalidad, naturales;Adultos de 30 años y más; Engativá;12.9;3343;448600;44;5,90%
